time_us,link_id,queue_class,credit,event_type
1236.560000,Link5,CLASS_A,-11.200000,tx_end
1242.291000,Link4,CLASS_B,-44.160000,arr
1242.291000,Link4,CLASS_A,-37.880000,arr
1243.869000,Link2,CLASS_B,-44.160000,arr
1243.869000,Link2,CLASS_A,-37.880000,arr
1247.491000,Link4,CLASS_B,-41.560000,tx_end
1247.491000,Link4,CLASS_A,-40.480000,tx_end
1249.069000,Link2,CLASS_B,-41.560000,tx_end
1249.069000,Link2,CLASS_A,-40.480000,tx_end
1330.611000,Link4,CLASS_B,-0.000000,wake
1330.611000,Link4,CLASS_A,-40.480000,wake
1332.189000,Link2,CLASS_B,-0.000000,wake
1332.189000,Link2,CLASS_A,-40.480000,wake
1418.931000,Link4,CLASS_B,-44.160000,tx_end
1418.931000,Link4,CLASS_A,-40.480000,tx_end
1420.509000,Link2,CLASS_B,-44.160000,tx_end
1420.509000,Link2,CLASS_A,-40.480000,tx_end
2000.000000,Link5,CLASS_B,0.000000,arr
2000.000000,Link5,CLASS_A,-11.200000,arr
2000.000000,Link3,CLASS_B,0.000000,arr
2000.000000,Link3,CLASS_A,-11.200000,arr
2000.000000,Link3,CLASS_B,0.000000,arr
2000.000000,Link3,CLASS_A,-11.200000,arr
2000.000000,Link5,CLASS_B,0.000000,arr
2000.000000,Link5,CLASS_A,-11.200000,arr
2000.000000,Link5,CLASS_B,0.000000,arr
2000.000000,Link5,CLASS_A,-11.200000,arr
2000.000000,Link3,CLASS_B,0.000000,arr
2000.000000,Link3,CLASS_A,-11.200000,arr
2000.000000,Link3,CLASS_B,0.000000,arr
2000.000000,Link3,CLASS_A,-11.200000,arr
2000.000000,Link5,CLASS_B,0.000000,arr
2000.000000,Link5,CLASS_A,-11.200000,arr
2000.000000,Link3,CLASS_B,0.000000,arr
2000.000000,Link3,CLASS_A,-11.200000,arr
2000.000000,Link5,CLASS_B,0.000000,arr
2000.000000,Link5,CLASS_A,-11.200000,arr
2050.080000,Link5,CLASS_B,-25.040000,tx_end
2050.080000,Link5,CLASS_A,13.840000,tx_end
2050.080000,Link3,CLASS_B,-25.040000,tx_end
2050.080000,Link3,CLASS_A,13.840000,tx_end
2055.811000,Link4,CLASS_B,-44.160000,arr
2055.811000,Link4,CLASS_A,-40.480000,arr
2057.389000,Link2,CLASS_B,-44.160000,arr
2057.389000,Link2,CLASS_A,-40.480000,arr
2131.040000,Link5,CLASS_B,15.440000,tx_end
2131.040000,Link5,CLASS_A,-26.640000,tx_end
2131.040000,Link3,CLASS_B,15.440000,tx_end
2131.040000,Link3,CLASS_A,-26.640000,tx_end
2136.771000,Link4,CLASS_B,-3.680000,arr
2136.771000,Link4,CLASS_A,-40.480000,arr
2138.349000,Link2,CLASS_B,-3.680000,arr
2138.349000,Link2,CLASS_A,-40.480000,arr
2144.131000,Link4,CLASS_B,0.000000,wake
2144.131000,Link4,CLASS_A,-36.800000,wake
2145.709000,Link2,CLASS_B,0.000000,wake
2145.709000,Link2,CLASS_A,-36.800000,wake
2194.211000,Link4,CLASS_B,-25.040000,tx_end
2194.211000,Link4,CLASS_A,-11.760000,tx_end
2195.789000,Link2,CLASS_B,-25.040000,tx_end
2195.789000,Link2,CLASS_A,-11.760000,tx_end
2217.731000,Link4,CLASS_B,-25.040000,wake
2217.731000,Link4,CLASS_A,-0.000000,wake
2219.309000,Link2,CLASS_B,-25.040000,wake
2219.309000,Link2,CLASS_A,-0.000000,wake
2219.360000,Link5,CLASS_B,-28.720000,tx_end
2219.360000,Link5,CLASS_A,17.520000,tx_end
2219.360000,Link3,CLASS_B,-28.720000,tx_end
2219.360000,Link3,CLASS_A,17.520000,tx_end
2225.091000,Link4,CLASS_B,-25.040000,arr
2225.091000,Link4,CLASS_A,-3.680000,arr
2226.669000,Link2,CLASS_B,-25.040000,arr
2226.669000,Link2,CLASS_A,-3.680000,arr
2285.520000,Link5,CLASS_B,-28.720000,tx_end
2285.520000,Link5,CLASS_A,-15.560000,tx_end
2285.520000,Link3,CLASS_B,-28.720000,tx_end
2285.520000,Link3,CLASS_A,-15.560000,tx_end
2291.251000,Link4,CLASS_B,8.040000,arr
2291.251000,Link4,CLASS_A,-36.760000,arr
2292.829000,Link2,CLASS_B,8.040000,arr
2292.829000,Link2,CLASS_A,-36.760000,arr
2298.691000,Link4,CLASS_B,11.760000,tx_end
2298.691000,Link4,CLASS_A,-40.480000,tx_end
2300.269000,Link2,CLASS_B,11.760000,tx_end
2300.269000,Link2,CLASS_A,-40.480000,tx_end
2352.800000,Link5,CLASS_B,-28.720000,tx_end
2352.800000,Link5,CLASS_A,-15.560000,tx_end
2352.800000,Link3,CLASS_B,-28.720000,tx_end
2352.800000,Link3,CLASS_A,-15.560000,tx_end
2358.531000,Link4,CLASS_B,-18.160000,arr
2358.531000,Link4,CLASS_A,-10.560000,arr
2360.109000,Link2,CLASS_B,-18.160000,arr
2360.109000,Link2,CLASS_A,-10.560000,arr
2387.011000,Link4,CLASS_B,-32.400000,tx_end
2387.011000,Link4,CLASS_A,3.680000,tx_end
2388.589000,Link2,CLASS_B,-32.400000,tx_end
2388.589000,Link2,CLASS_A,3.680000,tx_end
2453.171000,Link4,CLASS_B,-32.400000,tx_end
2453.171000,Link4,CLASS_A,-29.400000,tx_end
2454.749000,Link2,CLASS_B,-32.400000,tx_end
2454.749000,Link2,CLASS_A,-29.400000,tx_end
2520.451000,Link4,CLASS_B,-32.400000,tx_end
2520.451000,Link4,CLASS_A,-29.400000,tx_end
2522.029000,Link2,CLASS_B,-32.400000,tx_end
2522.029000,Link2,CLASS_A,-29.400000,tx_end
3000.000000,Link5,CLASS_B,-28.720000,arr
3000.000000,Link5,CLASS_A,-15.560000,arr
3000.000000,Link3,CLASS_B,-28.720000,arr
3000.000000,Link3,CLASS_A,-15.560000,arr
3000.000000,Link3,CLASS_B,-28.720000,arr
3000.000000,Link3,CLASS_A,-15.560000,arr
3000.000000,Link5,CLASS_B,-28.720000,arr
3000.000000,Link5,CLASS_A,-15.560000,arr
3000.000000,Link3,CLASS_B,-28.720000,arr
3000.000000,Link3,CLASS_A,-15.560000,arr
3000.000000,Link5,CLASS_B,-28.720000,arr
3000.000000,Link5,CLASS_A,-15.560000,arr
3067.280000,Link3,CLASS_B,4.920000,tx_end
3067.280000,Link3,CLASS_A,18.080000,tx_end
3067.280000,Link5,CLASS_B,4.920000,tx_end
3067.280000,Link5,CLASS_A,18.080000,tx_end
3073.011000,Link4,CLASS_B,-32.400000,arr
3073.011000,Link4,CLASS_A,-29.400000,arr
3074.589000,Link2,CLASS_B,-32.400000,arr
3074.589000,Link2,CLASS_A,-29.400000,arr
3140.291000,Link4,CLASS_B,-32.400000,tx_end
3140.291000,Link4,CLASS_A,-29.400000,tx_end
3141.869000,Link2,CLASS_B,-32.400000,tx_end
3141.869000,Link2,CLASS_A,-29.400000,tx_end
3148.240000,Link3,CLASS_B,45.400000,tx_end
3148.240000,Link3,CLASS_A,-22.400000,tx_end
3148.240000,Link5,CLASS_B,45.400000,tx_end
3148.240000,Link5,CLASS_A,-22.400000,tx_end
3153.971000,Link4,CLASS_B,-32.400000,arr
3153.971000,Link4,CLASS_A,-29.400000,arr
3155.549000,Link2,CLASS_B,-32.400000,arr
3155.549000,Link2,CLASS_A,-29.400000,arr
3212.771000,Link4,CLASS_B,-32.400000,wake
3212.771000,Link4,CLASS_A,-0.000000,wake
3214.349000,Link2,CLASS_B,-32.400000,wake
3214.349000,Link2,CLASS_A,-0.000000,wake
3236.560000,Link3,CLASS_B,0.000000,tx_end
3236.560000,Link3,CLASS_A,-22.400000,tx_end
3236.560000,Link5,CLASS_B,0.000000,tx_end
3236.560000,Link5,CLASS_A,-22.400000,tx_end
3242.291000,Link4,CLASS_B,-32.400000,arr
3242.291000,Link4,CLASS_A,-14.760000,arr
3243.869000,Link2,CLASS_B,-32.400000,arr
3243.869000,Link2,CLASS_A,-14.760000,arr
3293.731000,Link4,CLASS_B,-6.680000,tx_end
3293.731000,Link4,CLASS_A,-40.480000,tx_end
3295.309000,Link2,CLASS_B,-6.680000,tx_end
3295.309000,Link2,CLASS_A,-40.480000,tx_end
3307.091000,Link4,CLASS_B,0.000000,wake
3307.091000,Link4,CLASS_A,-40.480000,wake
3308.669000,Link2,CLASS_B,0.000000,wake
3308.669000,Link2,CLASS_A,-40.480000,wake
3395.411000,Link4,CLASS_B,-44.160000,tx_end
3395.411000,Link4,CLASS_A,-40.480000,tx_end
3396.989000,Link2,CLASS_B,-44.160000,tx_end
3396.989000,Link2,CLASS_A,-40.480000,tx_end
4000.000000,Link5,CLASS_B,0.000000,arr
4000.000000,Link5,CLASS_A,-22.400000,arr
4000.000000,Link3,CLASS_B,0.000000,arr
4000.000000,Link3,CLASS_A,-22.400000,arr
4000.000000,Link3,CLASS_B,0.000000,arr
4000.000000,Link3,CLASS_A,-22.400000,arr
4000.000000,Link5,CLASS_B,0.000000,arr
4000.000000,Link5,CLASS_A,-22.400000,arr
4000.000000,Link5,CLASS_B,0.000000,arr
4000.000000,Link5,CLASS_A,-22.400000,arr
4000.000000,Link3,CLASS_B,0.000000,arr
4000.000000,Link3,CLASS_A,-22.400000,arr
4000.000000,Link3,CLASS_B,0.000000,arr
4000.000000,Link3,CLASS_A,-22.400000,arr
4000.000000,Link5,CLASS_B,0.000000,arr
4000.000000,Link5,CLASS_A,-22.400000,arr
4000.000000,Link3,CLASS_B,0.000000,arr
4000.000000,Link3,CLASS_A,-22.400000,arr
4000.000000,Link5,CLASS_B,0.000000,arr
4000.000000,Link5,CLASS_A,-22.400000,arr
4050.080000,Link5,CLASS_B,-25.040000,tx_end
4050.080000,Link5,CLASS_A,2.640000,tx_end
4050.080000,Link3,CLASS_B,-25.040000,tx_end
4050.080000,Link3,CLASS_A,2.640000,tx_end
4055.811000,Link4,CLASS_B,-44.160000,arr
4055.811000,Link4,CLASS_A,-40.480000,arr
4057.389000,Link2,CLASS_B,-44.160000,arr
4057.389000,Link2,CLASS_A,-40.480000,arr
4131.040000,Link5,CLASS_B,15.440000,tx_end
4131.040000,Link5,CLASS_A,-37.840000,tx_end
4131.040000,Link3,CLASS_B,15.440000,tx_end
4131.040000,Link3,CLASS_A,-37.840000,tx_end
4136.771000,Link4,CLASS_B,-3.680000,arr
4136.771000,Link4,CLASS_A,-40.480000,arr
4138.349000,Link2,CLASS_B,-3.680000,arr
4138.349000,Link2,CLASS_A,-40.480000,arr
4144.131000,Link4,CLASS_B,0.000000,wake
4144.131000,Link4,CLASS_A,-36.800000,wake
4145.709000,Link2,CLASS_B,-0.000000,wake
4145.709000,Link2,CLASS_A,-36.800000,wake
4194.211000,Link4,CLASS_B,-25.040000,tx_end
4194.211000,Link4,CLASS_A,-11.760000,tx_end
4195.789000,Link2,CLASS_B,-25.040000,tx_end
4195.789000,Link2,CLASS_A,-11.760000,tx_end
4217.731000,Link4,CLASS_B,-25.040000,wake
4217.731000,Link4,CLASS_A,-0.000000,wake
4219.309000,Link2,CLASS_B,-25.040000,wake
4219.309000,Link2,CLASS_A,-0.000000,wake
4219.360000,Link5,CLASS_B,-28.720000,tx_end
4219.360000,Link5,CLASS_A,6.320000,tx_end
4219.360000,Link3,CLASS_B,-28.720000,tx_end
4219.360000,Link3,CLASS_A,6.320000,tx_end
4225.091000,Link4,CLASS_B,-25.040000,arr
4225.091000,Link4,CLASS_A,-3.680000,arr
4226.669000,Link2,CLASS_B,-25.040000,arr
4226.669000,Link2,CLASS_A,-3.680000,arr
4285.520000,Link5,CLASS_B,-28.720000,tx_end
4285.520000,Link5,CLASS_A,-26.760000,tx_end
4285.520000,Link3,CLASS_B,-28.720000,tx_end
4285.520000,Link3,CLASS_A,-26.760000,tx_end
4291.251000,Link4,CLASS_B,8.040000,arr
4291.251000,Link4,CLASS_A,-36.760000,arr
4292.829000,Link2,CLASS_B,8.040000,arr
4292.829000,Link2,CLASS_A,-36.760000,arr
4298.691000,Link4,CLASS_B,11.760000,tx_end
4298.691000,Link4,CLASS_A,-40.480000,tx_end
4300.269000,Link2,CLASS_B,11.760000,tx_end
4300.269000,Link2,CLASS_A,-40.480000,tx_end
4352.800000,Link5,CLASS_B,-28.720000,tx_end
4352.800000,Link5,CLASS_A,-26.760000,tx_end
4352.800000,Link3,CLASS_B,-28.720000,tx_end
4352.800000,Link3,CLASS_A,-26.760000,tx_end
4358.531000,Link4,CLASS_B,-18.160000,arr
4358.531000,Link4,CLASS_A,-10.560000,arr
4360.109000,Link2,CLASS_B,-18.160000,arr
4360.109000,Link2,CLASS_A,-10.560000,arr
4387.011000,Link4,CLASS_B,-32.400000,tx_end
4387.011000,Link4,CLASS_A,3.680000,tx_end
4388.589000,Link2,CLASS_B,-32.400000,tx_end
4388.589000,Link2,CLASS_A,3.680000,tx_end
4453.171000,Link4,CLASS_B,-32.400000,tx_end
4453.171000,Link4,CLASS_A,-29.400000,tx_end
4454.749000,Link2,CLASS_B,-32.400000,tx_end
4454.749000,Link2,CLASS_A,-29.400000,tx_end
4520.451000,Link4,CLASS_B,-32.400000,tx_end
4520.451000,Link4,CLASS_A,-29.400000,tx_end
4522.029000,Link2,CLASS_B,-32.400000,tx_end
4522.029000,Link2,CLASS_A,-29.400000,tx_end
5000.000000,Link5,CLASS_B,-28.720000,arr
5000.000000,Link5,CLASS_A,-26.760000,arr
5000.000000,Link3,CLASS_B,-28.720000,arr
5000.000000,Link3,CLASS_A,-26.760000,arr
5000.000000,Link3,CLASS_B,-28.720000,arr
5000.000000,Link3,CLASS_A,-26.760000,arr
5000.000000,Link5,CLASS_B,-28.720000,arr
5000.000000,Link5,CLASS_A,-26.760000,arr
5000.000000,Link3,CLASS_B,-28.720000,arr
5000.000000,Link3,CLASS_A,-26.760000,arr
5000.000000,Link5,CLASS_B,-28.720000,arr
5000.000000,Link5,CLASS_A,-26.760000,arr
5067.280000,Link3,CLASS_B,4.920000,tx_end
5067.280000,Link3,CLASS_A,6.880000,tx_end
5067.280000,Link5,CLASS_B,4.920000,tx_end
5067.280000,Link5,CLASS_A,6.880000,tx_end
5073.011000,Link4,CLASS_B,-32.400000,arr
5073.011000,Link4,CLASS_A,-29.400000,arr
5074.589000,Link2,CLASS_B,-32.400000,arr
5074.589000,Link2,CLASS_A,-29.400000,arr
5140.291000,Link4,CLASS_B,-32.400000,tx_end
5140.291000,Link4,CLASS_A,-29.400000,tx_end
5141.869000,Link2,CLASS_B,-32.400000,tx_end
5141.869000,Link2,CLASS_A,-29.400000,tx_end
5148.240000,Link3,CLASS_B,45.400000,tx_end
5148.240000,Link3,CLASS_A,-33.600000,tx_end
5148.240000,Link5,CLASS_B,45.400000,tx_end
5148.240000,Link5,CLASS_A,-33.600000,tx_end
5153.971000,Link4,CLASS_B,-32.400000,arr
5153.971000,Link4,CLASS_A,-29.400000,arr
5155.549000,Link2,CLASS_B,-32.400000,arr
5155.549000,Link2,CLASS_A,-29.400000,arr
5212.771000,Link4,CLASS_B,-32.400000,wake
5212.771000,Link4,CLASS_A,-0.000000,wake
5214.349000,Link2,CLASS_B,-32.400000,wake
5214.349000,Link2,CLASS_A,-0.000000,wake
5236.560000,Link3,CLASS_B,0.000000,tx_end
5236.560000,Link3,CLASS_A,-33.600000,tx_end
5236.560000,Link5,CLASS_B,0.000000,tx_end
5236.560000,Link5,CLASS_A,-33.600000,tx_end
5242.291000,Link4,CLASS_B,-32.400000,arr
5242.291000,Link4,CLASS_A,-14.760000,arr
5243.869000,Link2,CLASS_B,-32.400000,arr
5243.869000,Link2,CLASS_A,-14.760000,arr
5293.731000,Link4,CLASS_B,-6.680000,tx_end
5293.731000,Link4,CLASS_A,-40.480000,tx_end
5295.309000,Link2,CLASS_B,-6.680000,tx_end
5295.309000,Link2,CLASS_A,-40.480000,tx_end
5307.091000,Link4,CLASS_B,0.000000,wake
5307.091000,Link4,CLASS_A,-40.480000,wake
5308.669000,Link2,CLASS_B,-0.000000,wake
5308.669000,Link2,CLASS_A,-40.480000,wake
5395.411000,Link4,CLASS_B,-44.160000,tx_end
5395.411000,Link4,CLASS_A,-40.480000,tx_end
5396.989000,Link2,CLASS_B,-44.160000,tx_end
5396.989000,Link2,CLASS_A,-40.480000,tx_end
6000.000000,Link5,CLASS_B,0.000000,arr
6000.000000,Link5,CLASS_A,-33.600000,arr
6000.000000,Link3,CLASS_B,0.000000,arr
6000.000000,Link3,CLASS_A,-33.600000,arr
6000.000000,Link3,CLASS_B,0.000000,arr
6000.000000,Link3,CLASS_A,-33.600000,arr
6000.000000,Link5,CLASS_B,0.000000,arr
6000.000000,Link5,CLASS_A,-33.600000,arr
6000.000000,Link5,CLASS_B,0.000000,arr
6000.000000,Link5,CLASS_A,-33.600000,arr
6000.000000,Link3,CLASS_B,0.000000,arr
6000.000000,Link3,CLASS_A,-33.600000,arr
6000.000000,Link3,CLASS_B,0.000000,arr
6000.000000,Link3,CLASS_A,-33.600000,arr
6000.000000,Link5,CLASS_B,0.000000,arr
6000.000000,Link5,CLASS_A,-33.600000,arr
6000.000000,Link3,CLASS_B,0.000000,arr
6000.000000,Link3,CLASS_A,-33.600000,arr
6000.000000,Link5,CLASS_B,0.000000,arr
6000.000000,Link5,CLASS_A,-33.600000,arr
6050.080000,Link5,CLASS_B,-25.040000,tx_end
6050.080000,Link5,CLASS_A,-8.560000,tx_end
6050.080000,Link3,CLASS_B,-25.040000,tx_end
6050.080000,Link3,CLASS_A,-8.560000,tx_end
6055.811000,Link4,CLASS_B,-44.160000,arr
6055.811000,Link4,CLASS_A,-40.480000,arr
6057.389000,Link2,CLASS_B,-44.160000,arr
6057.389000,Link2,CLASS_A,-40.480000,arr
6117.360000,Link5,CLASS_B,8.600000,tx_end
6117.360000,Link5,CLASS_A,25.080000,tx_end
6117.360000,Link3,CLASS_B,8.600000,tx_end
6117.360000,Link3,CLASS_A,25.080000,tx_end
6123.091000,Link4,CLASS_B,-10.520000,arr
6123.091000,Link4,CLASS_A,-40.480000,arr
6124.669000,Link2,CLASS_B,-10.520000,arr
6124.669000,Link2,CLASS_A,-40.480000,arr
6190.371000,Link4,CLASS_B,23.120000,tx_end
6190.371000,Link4,CLASS_A,-40.480000,tx_end
6191.949000,Link2,CLASS_B,23.120000,tx_end
6191.949000,Link2,CLASS_A,-40.480000,tx_end
6198.320000,Link5,CLASS_B,49.080000,tx_end
6198.320000,Link5,CLASS_A,-15.400000,tx_end
6198.320000,Link3,CLASS_B,49.080000,tx_end
6198.320000,Link3,CLASS_A,-15.400000,tx_end
6204.051000,Link4,CLASS_B,0.000000,arr
6204.051000,Link4,CLASS_A,-40.480000,arr
6205.629000,Link2,CLASS_B,0.000000,arr
6205.629000,Link2,CLASS_A,-40.480000,arr
6240.451000,Link4,CLASS_B,-18.200000,tx_end
6240.451000,Link4,CLASS_A,-22.280000,tx_end
6242.029000,Link2,CLASS_B,-18.200000,tx_end
6242.029000,Link2,CLASS_A,-22.280000,tx_end
6285.011000,Link4,CLASS_B,-18.200000,wake
6285.011000,Link4,CLASS_A,-0.000000,wake
6286.589000,Link2,CLASS_B,-18.200000,wake
6286.589000,Link2,CLASS_A,-0.000000,wake
6286.640000,Link5,CLASS_B,0.000000,tx_end
6286.640000,Link5,CLASS_A,28.760000,tx_end
6286.640000,Link3,CLASS_B,0.000000,tx_end
6286.640000,Link3,CLASS_A,28.760000,tx_end
6292.371000,Link4,CLASS_B,-18.200000,arr
6292.371000,Link4,CLASS_A,-3.680000,arr
6293.949000,Link2,CLASS_B,-18.200000,arr
6293.949000,Link2,CLASS_A,-3.680000,arr
6352.800000,Link5,CLASS_B,0.000000,tx_end
6352.800000,Link5,CLASS_A,-4.320000,tx_end
6352.800000,Link3,CLASS_B,0.000000,tx_end
6352.800000,Link3,CLASS_A,-4.320000,tx_end
6358.531000,Link4,CLASS_B,14.880000,arr
6358.531000,Link4,CLASS_A,-36.760000,arr
6360.109000,Link2,CLASS_B,14.880000,arr
6360.109000,Link2,CLASS_A,-36.760000,arr
6365.971000,Link4,CLASS_B,18.600000,tx_end
6365.971000,Link4,CLASS_A,-40.480000,tx_end
6367.549000,Link2,CLASS_B,18.600000,tx_end
6367.549000,Link2,CLASS_A,-40.480000,tx_end
6454.291000,Link4,CLASS_B,-25.560000,tx_end
6454.291000,Link4,CLASS_A,3.680000,tx_end
6455.869000,Link2,CLASS_B,-25.560000,tx_end
6455.869000,Link2,CLASS_A,3.680000,tx_end
6520.451000,Link4,CLASS_B,-25.560000,tx_end
6520.451000,Link4,CLASS_A,-29.400000,tx_end
6522.029000,Link2,CLASS_B,-25.560000,tx_end
6522.029000,Link2,CLASS_A,-29.400000,tx_end
7000.000000,Link5,CLASS_B,0.000000,arr
7000.000000,Link5,CLASS_A,-4.320000,arr
7000.000000,Link3,CLASS_B,0.000000,arr
7000.000000,Link3,CLASS_A,-4.320000,arr
7000.000000,Link3,CLASS_B,0.000000,arr
7000.000000,Link3,CLASS_A,-4.320000,arr
7000.000000,Link5,CLASS_B,0.000000,arr
7000.000000,Link5,CLASS_A,-4.320000,arr
7000.000000,Link3,CLASS_B,0.000000,arr
7000.000000,Link3,CLASS_A,-4.320000,arr
7000.000000,Link5,CLASS_B,0.000000,arr
7000.000000,Link5,CLASS_A,-4.320000,arr
7088.320000,Link3,CLASS_B,-44.160000,tx_end
7088.320000,Link3,CLASS_A,39.840000,tx_end
7088.320000,Link5,CLASS_B,-44.160000,tx_end
